text,formula_phrases,bio_labels
"Переменная yk ∈{0, 1} принимает значение 1, если проект k выбран для реализации, и 0 иначе.","Переменная yk, проект k","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Квадратичная форма 1 2 x T Hx является строго выпуклой, если все собственные значения λi(H) матрицы положительны и выполняется det(H) ̸= 0.","Квадратичная форма 1 2 x T Hx, собственные значения λi(H)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Функция Лагранжа L(x, λ) имеет седловую точку если выполнены условия Слейтера и выпуклости.","Функция Лагранжа L(x, λ), условия Слейтера","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Регулятор ξτ активирует ∑u i=1 ζiqi ≤ χ при τ> τ6 и ∥u∥∞ ≥ ψ.,"Регулятор ξτ, условие τ> τ6","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Метод Ньютона сходится квадратично к решению x∗ если матрица Гессе Липшицева ∇2f(x) в окрестности δ и ∇2f(δ) обратима.,"Метод Ньютона, матрица Гессе ∇2f(x)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Если градиент ∇f(x∗) ортогонален касательному пространству TxM, то x∗ является условным экстремумом.","градиент ∇f(x∗), касательное пространство TxM","['O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Переменная βt переключается с min ft(x) на max gt(y) при t> t0 или ⟨w, v⟩< δ.","Переменная βt, условие ⟨w, v⟩< δ","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O']"
Индикатор соединения vij равен 1 если ∥pi −pj ∥1 ≤ d и есть связь.,"Индикатор соединения vij, связь","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O']"
"При νk> 0 и min∑νkwk, уменьшение pk минимизирует целевую функцию.","νk, целевая функция min∑νkwk","['O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Для задачи min 1 2 x T Qx+ cT x при Ax ≤ b, точка(x∗, λ∗) выполняется Qx∗+ ATλ∗+ c= 0.","точка(x∗, λ∗), условие Qx∗+ ATλ∗+ c= 0","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
При t ≥ t0 переключатель αt меняет на max gt(y).,"Переключатель αt, условие t ≥ t0","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ограничение ∑n i=1 αix2i ≤ β активируется при ∥v∥1 ≥ γ или когда параметр t превышает порог.,"Ограничение ∑n i=1 αix2i ≤ β, параметр t","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ограничение x+2y ≤ 10 становится активным только при выполнении условия z ≥ 5 или ||x||1 ≤ 3.,"Ограничение x+2y ≤ 10, условие z ≥ 5, условие ||x||1 ≤ 3","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Флаг ucd равен 1, если ∥cd−cc∥2 ≤ f и соединение(c, d) установлено.","Флаг ucd, соединение(c, d)","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Переменная γt активирует ∑αixi ≤ β при t> t0 и ∥v∥2 ≥ ϵ.,"Переменная γt, условие t> t0","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Если норма ||x||∞ превышает M, то хотя бы одна компонента вектора xi удовлетворяет xi ≥ M","норма ||x||∞, компонента вектора xi","['O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
В точке x∗ условного минимума ∇f(x∗) вектор β ортогонален TxM.,"точка x∗, вектор β","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Градиентный метод сходится линейно, если функция(f(x) сильно выпукла и имеет липшицев градиент.","Градиентный метод, сильно выпуклая функция","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Коэффициент трения µ растёт линейно при скоростях выше v0.,"Коэффициент трения µ, скорость v0","['B-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'I-FORMULA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
